TREE0_LABEL	TREE0_HEAD	TREE0_HEADPOS	TREE1_LABEL	TREE1_HEAD	TREE1_HEADPOS	TREE2_LABEL	TREE2_HEAD	TREE2_HEADPOS	TREE3_LABEL	TREE3_HEAD	ANTECEDENT_CARRIED	WORD_NEXT0_LEX	WORD_NEXT0_POS	WORD_NEXT1_LEX	WORD_NEXT1_POS	ACTION	ACTION_RESULT_LABEL	ACTION_PREV	FREQ	ACTIVATION
S_BAR	fell	VBD	NP	raindrop	NNS	IN	as	 	ADJP	dry	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	fell	VBD	IN	as	 	ADJP	dry	JJ	NP	her	NO	.	.	noword	NOPOS	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	as	IN	IN	as	 	ADJP	dry	JJ	NP	her	NO	.	.	noword	NOPOS	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	as	IN	ADJP	dry	JJ	NP	her	PRP	VB	keep	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	 	 	ADJP	dry	JJ	NP	her	PRP	VB	keep	NO	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	 	 	NP	her	PRP	VB	keep	 	TO	to	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	 	 	VB	keep	 	TO	to	 	NP	*	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	keep	VB	VB	keep	 	TO	to	 	NP	*	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
S	keep	VB	NN	order	 	IN	in	 	,	,	NO	.	.	noword	NOPOS	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	in	IN	NN	order	 	IN	in	 	,	,	NO	.	.	noword	NOPOS	reduce_binary	SBAR_BAR	reduce_unary	1	-9.294198074178478
SBAR_BAR	in	IN	IN	in	 	,	,	 	PP	on	NO	.	.	noword	NOPOS	reduce_binary	SBAR	reduce_binary	1	-9.294198074178478
SBAR	in	IN	,	,	 	PP	on	IN	VBG	pulling	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	pull	VBG	,	,	 	PP	on	IN	VBG	pulling	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	pull	VBG	PP	on	IN	VBG	pull	 	NP	*	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	pull	VBG	VBG	pull	 	NP	*	-NONE-	,	,	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	pull	VBG	NP	*	-NONE-	,	,	 	PP	behind	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	pull	VBG	NP	*	-NONE-	,	,	 	PP	behind	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	pull	VBG	,	,	 	PP	behind	IN	VBN	hurried	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	pull	VBG	,	,	 	PP	behind	IN	VBN	hurried	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	pull	VBG	PP	behind	IN	VBN	hurry	 	NP	lucy	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	pull	VBG	VBN	hurry	 	NP	lucy	NNP	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	pull	VBG	NP	lucy	NNP	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	lucy	NNP	NP	lucy	NNP	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	lucy	NNP	NOPOS	noword	 		 	 		 	NO	.	.	noword	NOPOS	shift	''	reduce_binary	1	-9.294198074178478
.	.	 	NP	lucy	NNP	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	 	 	NP	lucy	NNP	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	 	 	NOPOS	noword	 		 	 		 	NO	.	.	noword	NOPOS	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
IN	as	 	NOPOS	noword	 		 	 		 	NO	the	DT	sisters	NNS	shift	''	shift	1	-9.294198074178478
DT	the	 	IN	as	 	NOPOS	noword	 		 	NO	sisters	NNS	entered	VBD	shift	''	shift	1	-9.294198074178478
NNS	sister	 	DT	the	 	IN	as	 	NOPOS	noword	NO	entered	VBD	the	DT	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	sister	NNS	DT	the	 	IN	as	 	NOPOS	noword	NO	entered	VBD	the	DT	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	sister	NNS	IN	as	 	NOPOS	noword	 		 	NO	entered	VBD	the	DT	shift	''	reduce_binary	1	-9.294198074178478
VBD	enter	 	NP	sister	NNS	IN	as	 	NOPOS	noword	NO	the	DT	hall	NN	shift	''	shift	1	-9.294198074178478
DT	the	 	VBD	enter	 	NP	sister	NNS	IN	as	NO	hall	NN	where	WRB	shift	''	shift	1	-9.294198074178478
NN	hall	 	DT	the	 	VBD	enter	 	NP	sisters	NO	where	WRB	the	DT	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	hall	NN	DT	the	 	VBD	enter	 	NP	sisters	NO	where	WRB	the	DT	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	hall	NN	VBD	enter	 	NP	sister	NNS	IN	as	NO	where	WRB	the	DT	shift	''	reduce_binary	1	-9.294198074178478
WRB	where	 	NP	hall	NN	VBD	enter	 	NP	sisters	NO	the	DT	show	NN	reduce_unary	WHADVP	shift	1	-9.294198074178478
WHADVP	where	WRB	NP	hall	NN	VBD	enter	 	NP	sisters	YES	the	DT	show	NN	shift	''	reduce_unary	1	-9.294198074178478
DT	the	 	WHADVP	where	WRB	NP	hall	NN	VBD	entered	YES	show	NN	was	VBD	shift	''	shift	1	-9.294198074178478
NN	show	 	DT	the	 	WHADVP	where	WRB	NP	hall	YES	was	VBD	to	TO	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	show	NN	DT	the	 	WHADVP	where	WRB	NP	hall	YES	was	VBD	to	TO	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	show	NN	WHADVP	where	WRB	NP	hall	NN	VBD	entered	YES	was	VBD	to	TO	shift	''	reduce_binary	1	-9.294198074178478
VBD	be	 	NP	show	NN	WHADVP	where	WRB	NP	hall	YES	to	TO	take	VB	postulate_gap	*	shift	1	-9.294198074178478
-NONE-	*	 	VBD	be	 	NP	show	NN	WHADVP	where	YES	to	TO	take	VB	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	VBD	be	 	NP	show	NN	WHADVP	where	YES	to	TO	take	VB	shift	''	reduce_unary	1	-9.294198074178478
TO	to	 	NP	*	-NONE-	VBD	be	 	NP	show	YES	take	VB	place	NN	postulate_gap	*1	shift	1	-9.294198074178478
-NONE-	*1	 	TO	to	 	NP	*	-NONE-	VBD	was	YES	take	VB	place	NN	reduce_unary	ADVP-LOC	postulate_gap	1	-9.294198074178478
ADVP-LOC	 	 	TO	to	 	NP	*	-NONE-	VBD	was	YES	take	VB	place	NN	shift	''	reduce_unary	1	-9.294198074178478
VB	take	 	ADVP-LOC	 	 	TO	to	 	NP	*	YES	place	NN	,	,	shift	''	shift	1	-9.294198074178478
NN	place	 	VB	take	 	ADVP-LOC	 	 	TO	to	YES	,	,	jill	NNP	reduce_unary	NP	shift	1	-9.294198074178478
NP	place	NN	VB	take	 	ADVP-LOC	 	 	TO	to	YES	,	,	jill	NNP	reduce_unary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	take	VB	VB	take	 	ADVP-LOC	 	 	TO	to	YES	,	,	jill	NNP	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	take	VB	ADVP-LOC	 	 	TO	to	 	NP	*	YES	,	,	jill	NNP	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	take	VB	TO	to	 	NP	*	-NONE-	VBD	was	YES	,	,	jill	NNP	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	take	VB	TO	to	 	NP	*	-NONE-	VBD	was	YES	,	,	jill	NNP	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	take	VB	NP	*	-NONE-	VBD	be	 	NP	show	YES	,	,	jill	NNP	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	take	VB	NP	*	-NONE-	VBD	be	 	NP	show	YES	,	,	jill	NNP	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	take	VB	VBD	be	 	NP	show	NN	WHADVP	where	YES	,	,	jill	NNP	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	take	VB	VBD	be	 	NP	show	NN	WHADVP	where	YES	,	,	jill	NNP	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	take	VB	NP	show	NN	WHADVP	where	WRB	NP	hall	YES	,	,	jill	NNP	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	take	VB	NP	show	NN	WHADVP	where	WRB	NP	hall	YES	,	,	jill	NNP	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	take	VB	WHADVP	where	WRB	NP	hall	NN	VBD	entered	YES	,	,	jill	NNP	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	where	WRB	WHADVP	where	WRB	NP	hall	NN	VBD	entered	YES	,	,	jill	NNP	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	where	WRB	NP	hall	NN	VBD	enter	 	NP	sisters	YES	,	,	jill	NNP	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	enter	VBD	NP	hall	NN	VBD	enter	 	NP	sisters	YES	,	,	jill	NNP	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	enter	VBD	VBD	enter	 	NP	sister	NNS	IN	as	YES	,	,	jill	NNP	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	enter	VBD	NP	sister	NNS	IN	as	 	NOPOS	noword	YES	,	,	jill	NNP	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	enter	VBD	NP	sister	NNS	IN	as	 	NOPOS	noword	YES	,	,	jill	NNP	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	enter	VBD	IN	as	 	NOPOS	noword	 		 	YES	,	,	jill	NNP	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	as	IN	IN	as	 	NOPOS	noword	 		 	YES	,	,	jill	NNP	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	as	IN	NOPOS	noword	 		 	 		 	YES	,	,	jill	NNP	shift	''	reduce_binary	1	-9.294198074178478
,	,	 	SBAR	as	IN	NOPOS	noword	 		 	YES	jill	NNP	filled	VBD	shift	''	shift	1	-9.294198074178478
NNP	jill	 	,	,	 	SBAR	as	IN	NOPOS	noword	YES	filled	VBD	with	IN	reduce_unary	NP	shift	1	-9.294198074178478
NP	jill	NNP	,	,	 	SBAR	as	IN	NOPOS	noword	YES	filled	VBD	with	IN	shift	''	reduce_unary	1	-9.294198074178478
VBD	fill	 	NP	jill	NNP	,	,	 	SBAR	as	YES	with	IN	excitement	NN	shift	''	shift	1	-9.294198074178478
IN	with	 	VBD	fill	 	NP	jill	NNP	,	,	YES	excitement	NN	while	IN	shift	''	shift	1	-9.294198074178478
NN	excitement	 	IN	with	 	VBD	fill	 	NP	jill	YES	while	IN	lucy	NNP	reduce_unary	NP	shift	1	-9.294198074178478
NP	excitement	NN	IN	with	 	VBD	fill	 	NP	jill	YES	while	IN	lucy	NNP	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	with	IN	IN	with	 	VBD	fill	 	NP	jill	YES	while	IN	lucy	NNP	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	with	IN	VBD	fill	 	NP	jill	NNP	,	,	YES	while	IN	lucy	NNP	shift	''	reduce_binary	1	-9.294198074178478
IN	while	 	PP	with	IN	VBD	fill	 	NP	jill	YES	lucy	NNP	regretted	VBD	shift	''	shift	1	-9.294198074178478
NNP	lucy	 	IN	while	 	PP	with	IN	VBD	filled	YES	regretted	VBD	that	IN	reduce_unary	NP	shift	1	-9.294198074178478
NP	lucy	NNP	IN	while	 	PP	with	IN	VBD	filled	YES	regretted	VBD	that	IN	shift	''	reduce_unary	1	-9.294198074178478
VBD	regret	 	NP	lucy	NNP	IN	while	 	PP	with	YES	that	IN	she	PRP	shift	''	shift	1	-9.294198074178478
IN	that	 	VBD	regret	 	NP	lucy	NNP	IN	while	YES	she	PRP	had	VBD	shift	''	shift	1	-9.294198074178478
PRP	she	 	IN	that	 	VBD	regret	 	NP	lucy	YES	had	VBD	promised	VBN	reduce_unary	NP	shift	1	-9.294198074178478
NP	she	PRP	IN	that	 	VBD	regret	 	NP	lucy	YES	had	VBD	promised	VBN	shift	''	reduce_unary	1	-9.294198074178478
VBD	have	 	NP	she	PRP	IN	that	 	VBD	regretted	YES	promised	VBN	her	PRPtranslated_dollar	shift	''	shift	1	-9.294198074178478
VBN	promise	 	VBD	have	 	NP	she	PRP	IN	that	YES	her	PRPtranslated_dollar	mother	NN	shift	''	shift	1	-9.294198074178478
PRPtranslated_dollar	her	 	VBN	promise	 	VBD	have	 	NP	she	YES	mother	NN	she	PRP	shift	''	shift	1	-9.294198074178478
NN	mother	 	PRPtranslated_dollar	her	 	VBN	promise	 	VBD	had	YES	she	PRP	would	MD	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	mother	NN	PRPtranslated_dollar	her	 	VBN	promise	 	VBD	had	YES	she	PRP	would	MD	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	mother	NN	VBN	promise	 	VBD	have	 	NP	she	YES	she	PRP	would	MD	shift	''	reduce_binary	1	-9.294198074178478
PRP	she	 	NP	mother	NN	VBN	promise	 	VBD	had	YES	would	MD	participate	VB	reduce_unary	NP	shift	1	-9.294198074178478
NP	she	PRP	NP	mother	NN	VBN	promise	 	VBD	had	YES	would	MD	participate	VB	shift	''	reduce_unary	1	-9.294198074178478
MD	would	 	NP	she	PRP	NP	mother	NN	VBN	promised	YES	participate	VB	in	IN	shift	''	shift	1	-9.294198074178478
VB	participate	 	MD	would	 	NP	she	PRP	NP	mother	YES	in	IN	the	DT	shift	''	shift	1	-9.294198074178478
IN	in	 	VB	participate	 	MD	would	 	NP	she	YES	the	DT	show	NN	shift	''	shift	1	-9.294198074178478
DT	the	 	IN	in	 	VB	participate	 	MD	would	YES	show	NN	.	.	shift	''	shift	1	-9.294198074178478
NN	show	 	DT	the	 	IN	in	 	VB	participate	YES	.	.	noword	NOPOS	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	show	NN	DT	the	 	IN	in	 	VB	participate	YES	.	.	noword	NOPOS	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	show	NN	IN	in	 	VB	participate	 	MD	would	YES	.	.	noword	NOPOS	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	in	IN	IN	in	 	VB	participate	 	MD	would	YES	.	.	noword	NOPOS	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	in	IN	VB	participate	 	MD	would	 	NP	she	YES	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	participate	VB	VB	participate	 	MD	would	 	NP	she	YES	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	participate	VB	MD	would	 	NP	she	PRP	NP	mother	YES	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	participate	VB	MD	would	 	NP	she	PRP	NP	mother	YES	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	participate	VB	NP	she	PRP	NP	mother	NN	VBN	promised	YES	.	.	noword	NOPOS	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	participate	VB	NP	she	PRP	NP	mother	NN	VBN	promised	YES	.	.	noword	NOPOS	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	participate	VB	NP	mother	NN	VBN	promise	 	VBD	had	YES	.	.	noword	NOPOS	reduce_unary	SBAR	reduce_binary	1	-9.294198074178478
SBAR	 	 	NP	mother	NN	VBN	promise	 	VBD	had	YES	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	promise	VBN	NP	mother	NN	VBN	promise	 	VBD	had	YES	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	promise	VBN	VBN	promise	 	VBD	have	 	NP	she	YES	.	.	noword	NOPOS	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	promise	VBN	VBD	have	 	NP	she	PRP	IN	that	YES	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	promise	VBN	VBD	have	 	NP	she	PRP	IN	that	YES	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	promise	VBN	NP	she	PRP	IN	that	 	VBD	regretted	YES	.	.	noword	NOPOS	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	promise	VBN	NP	she	PRP	IN	that	 	VBD	regretted	YES	.	.	noword	NOPOS	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	promise	VBN	IN	that	 	VBD	regret	 	NP	lucy	YES	.	.	noword	NOPOS	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	that	IN	IN	that	 	VBD	regret	 	NP	lucy	YES	.	.	noword	NOPOS	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	that	IN	VBD	regret	 	NP	lucy	NNP	IN	while	YES	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	regret	VBD	VBD	regret	 	NP	lucy	NNP	IN	while	YES	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	regret	VBD	NP	lucy	NNP	IN	while	 	PP	with	YES	.	.	noword	NOPOS	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	regret	VBD	NP	lucy	NNP	IN	while	 	PP	with	YES	.	.	noword	NOPOS	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	regret	VBD	IN	while	 	PP	with	IN	VBD	filled	YES	.	.	noword	NOPOS	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	while	IN	IN	while	 	PP	with	IN	VBD	filled	YES	.	.	noword	NOPOS	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	while	IN	PP	with	IN	VBD	fill	 	NP	jill	YES	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	fill	VBD	PP	with	IN	VBD	fill	 	NP	jill	YES	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	fill	VBD	VBD	fill	 	NP	jill	NNP	,	,	YES	.	.	noword	NOPOS	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	fill	VBD	NP	jill	NNP	,	,	 	SBAR	as	YES	.	.	noword	NOPOS	shift	''	reduce_binary	1	-9.294198074178478
.	.	 	VP	fill	VBD	NP	jill	NNP	,	,	YES	.	.	noword	NOPOS	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	fill	VBD	VP	fill	VBD	NP	jill	NNP	,	,	YES	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	fill	VBD	NP	jill	NNP	,	,	 	SBAR	as	YES	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	fill	VBD	,	,	 	SBAR	as	IN	NOPOS	noword	YES	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	fill	VBD	SBAR	as	IN	NOPOS	noword	 		 	YES	.	.	noword	NOPOS	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	fill	VBD	NOPOS	noword	 		 	 		 	YES	.	.	noword	NOPOS	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
NOPOS	noword	 		 	 		 	 		 	NO	``	``	to	TO	shift	''		1	-9.294198074178478
``	``	 	NOPOS	noword	 		 	 		 	NO	to	TO	waste	VB	postulate_gap	*	shift	1	-9.294198074178478
-NONE-	*	 	``	``	 	NOPOS	noword	 		 	NO	to	TO	waste	VB	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	``	``	 	NOPOS	noword	 		 	NO	to	TO	waste	VB	shift	''	reduce_unary	1	-9.294198074178478
TO	to	 	NP	*	-NONE-	``	``	 	NOPOS	noword	NO	waste	VB	your	PRPtranslated_dollar	shift	''	shift	1	-9.294198074178478
VB	waste	 	TO	to	 	NP	*	-NONE-	``	``	NO	your	PRPtranslated_dollar	talent	NN	shift	''	shift	1	-9.294198074178478
PRPtranslated_dollar	your	 	VB	waste	 	TO	to	 	NP	*	NO	talent	NN	would	MD	shift	''	shift	1	-9.294198074178478
NN	talent	 	PRPtranslated_dollar	your	 	VB	waste	 	TO	to	NO	would	MD	be	VB	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	talent	NN	PRPtranslated_dollar	your	 	VB	waste	 	TO	to	NO	would	MD	be	VB	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	talent	NN	VB	waste	 	TO	to	 	NP	*	NO	would	MD	be	VB	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	waste	VB	VB	waste	 	TO	to	 	NP	*	NO	would	MD	be	VB	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	waste	VB	TO	to	 	NP	*	-NONE-	``	``	NO	would	MD	be	VB	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	waste	VB	TO	to	 	NP	*	-NONE-	``	``	NO	would	MD	be	VB	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	waste	VB	NP	*	-NONE-	``	``	 	NOPOS	noword	NO	would	MD	be	VB	reduce_unary	S-SBJ_BAR	reduce_binary	1	-9.294198074178478
S-SBJ_BAR	waste	VB	NP	*	-NONE-	``	``	 	NOPOS	noword	NO	would	MD	be	VB	reduce_binary	S-SBJ	reduce_unary	1	-9.294198074178478
S-SBJ	waste	VB	``	``	 	NOPOS	noword	 		 	NO	would	MD	be	VB	shift	''	reduce_binary	1	-9.294198074178478
MD	would	 	S-SBJ	waste	VB	``	``	 	NOPOS	noword	NO	be	VB	a	DT	shift	''	shift	1	-9.294198074178478
VB	be	 	MD	would	 	S-SBJ	waste	VB	``	``	NO	a	DT	real	JJ	shift	''	shift	1	-9.294198074178478
DT	a	 	VB	be	 	MD	would	 	S-SBJ	waste	NO	real	JJ	shame	NN	shift	''	shift	1	-9.294198074178478
JJ	real	 	DT	a	 	VB	be	 	MD	would	NO	shame	NN	,	,	shift	''	shift	1	-9.294198074178478
NN	shame	 	JJ	real	 	DT	a	 	VB	be	NO	,	,	for	IN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	shame	NN	JJ	real	 	DT	a	 	VB	be	NO	,	,	for	IN	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	shame	NN	DT	a	 	VB	be	 	MD	would	NO	,	,	for	IN	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	shame	NN	VB	be	 	MD	would	 	S-SBJ	waste	NO	,	,	for	IN	shift	''	reduce_binary	1	-9.294198074178478
,	,	 	NP	shame	NN	VB	be	 	MD	would	NO	for	IN	you	PRP	shift	''	shift	1	-9.294198074178478
IN	for	 	,	,	 	NP	shame	NN	VB	be	NO	you	PRP	have	VBP	shift	''	shift	1	-9.294198074178478
PRP	you	 	IN	for	 	,	,	 	NP	shame	NO	have	VBP	such	PDT	reduce_unary	NP	shift	1	-9.294198074178478
NP	you	PRP	IN	for	 	,	,	 	NP	shame	NO	have	VBP	such	PDT	shift	''	reduce_unary	1	-9.294198074178478
VBP	have	 	NP	you	PRP	IN	for	 	,	,	NO	such	PDT	a	DT	shift	''	shift	1	-9.294198074178478
PDT	such	 	VBP	have	 	NP	you	PRP	IN	for	NO	a	DT	beautiful	JJ	shift	''	shift	1	-9.294198074178478
DT	a	 	PDT	such	 	VBP	have	 	NP	you	NO	beautiful	JJ	voice	NN	shift	''	shift	1	-9.294198074178478
JJ	beautiful	 	DT	a	 	PDT	such	 	VBP	have	NO	voice	NN	,	,	shift	''	shift	1	-9.294198074178478
NN	voice	 	JJ	beautiful	 	DT	a	 	PDT	such	NO	,	,	translated_apostranslated_apos	translated_apostranslated_apos	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	voice	NN	JJ	beautiful	 	DT	a	 	PDT	such	NO	,	,	translated_apostranslated_apos	translated_apostranslated_apos	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	voice	NN	DT	a	 	PDT	such	 	VBP	have	NO	,	,	translated_apostranslated_apos	translated_apostranslated_apos	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	voice	NN	PDT	such	 	VBP	have	 	NP	you	NO	,	,	translated_apostranslated_apos	translated_apostranslated_apos	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	voice	NN	VBP	have	 	NP	you	PRP	IN	for	NO	,	,	translated_apostranslated_apos	translated_apostranslated_apos	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	have	VBP	VBP	have	 	NP	you	PRP	IN	for	NO	,	,	translated_apostranslated_apos	translated_apostranslated_apos	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	have	VBP	NP	you	PRP	IN	for	 	,	,	NO	,	,	translated_apostranslated_apos	translated_apostranslated_apos	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	have	VBP	NP	you	PRP	IN	for	 	,	,	NO	,	,	translated_apostranslated_apos	translated_apostranslated_apos	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	have	VBP	IN	for	 	,	,	 	NP	shame	NO	,	,	translated_apostranslated_apos	translated_apostranslated_apos	reduce_unary	SBAR-ADV_BAR	reduce_binary	1	-9.294198074178478
SBAR-ADV_BAR	for	IN	IN	for	 	,	,	 	NP	shame	NO	,	,	translated_apostranslated_apos	translated_apostranslated_apos	reduce_binary	SBAR-ADV	reduce_unary	1	-9.294198074178478
SBAR-ADV	for	IN	,	,	 	NP	shame	NN	VB	be	NO	,	,	translated_apostranslated_apos	translated_apostranslated_apos	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	be	VB	,	,	 	NP	shame	NN	VB	be	NO	,	,	translated_apostranslated_apos	translated_apostranslated_apos	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
